system	title	rom
GEN	Fatal Rewind	Fatal Rewind (UE) [!].bin
GEN	Ferrari Grand Prix Challenge	Ferrari Grand Prix Challenge (U) [!].bin
GEN	Fido Dido	Fido Dido (Unl).bin
GEN	FIFA International Soccer	FIFA International Soccer (UE) (M4) [!].bin
GEN	FIFA Soccer 95	FIFA Soccer 95 (UE) [!].bin
GEN	FIFA Soccer 96	FIFA Soccer 96 (UE) (M6) [!].bin
GEN	FIFA Soccer 97 Gold Edition	FIFA Soccer 97 Gold Edition (UE) (M6) [!].bin
GEN	Fighting Masters	Fighting Masters (U) [!].bin
GEN	Final Zone	Final Zone (JU) [!].bin
GEN	Fire Mustang	Fire Mustang (J) [c][!].bin
GEN	Fire Shark	Fire Shark (U) [!].bin
GEN	Flashback - The Quest for Identity	Flashback - The Quest for Identity (U) [!].bin
GEN	Flicky	Flicky (UE) [!].bin
GEN	Flintstones, The	Flintstones, The (U) [c][!].bin
GEN	Foreman For Real	Foreman For Real (W) [!].bin
GEN	Forgotten Worlds	Forgotten Worlds (W) (REV00) [!].bin
GEN	Frank Thomas Big Hurt Baseball	Frank Thomas Big Hurt Baseball (UE) [!].bin
GEN	Fun'N'Games	Fun'N'Games (U) [c][!].bin
GEN	Funny World & Balloon Boy	Funny World & Balloon Boy (Unl) [!].bin
GEN	Fushigi no Umi no Nadia	Fushigi no Umi no Nadia (J) [T+Eng1.1_KingMike].bin
GEN	G-LOC Air Battle	G-LOC Air Battle (W) [c][!].bin
GEN	Gadget Twins, The	Gadget Twins, The (U) [!].bin
GEN	Gaiares	Gaiares (JU) [!].bin
GEN	Gain Ground	Gain Ground (UE) [c][!].bin
GEN	Galaxy Force II	Galaxy Force II (W) (REV01) [!].bin
GEN	Gambler Jiko Chuushinha - Katayama Masayuki no Mahjong Doujou	Gambler Jiko Chuushinha - Katayama Masayuki no Mahjong Doujou (J) [!].bin
GEN	Gamtec Magicard	Gamtec Magicard (Unl) [!].bin
GEN	Garfield - Caught in the Act	Garfield - Caught in the Act (UE) [!].bin
GEN	Gargoyles	Gargoyles (U) [!].bin
GEN	Gauntlet 4	Gauntlet 4 (UE) (Aug 1993) [!].bin
GEN	GemFire	GemFire (U) [!].bin
GEN	General Chaos	General Chaos (UE) [!].bin
GEN	Generations Lost	Generations Lost (UE) [!].bin
GEN	Genesis 6-Pak	Genesis 6-Pak (U) [!].bin
GEN	Genghis Khan II - Clan of the Gray Wolf	Genghis Khan II - Clan of the Gray Wolf (U) [!].bin
GEN	George Foreman's KO Boxing	George Foreman's KO Boxing (U) [!].bin
GEN	Ghostbusters	Ghostbusters (W) (REV00) [!].bin
GEN	Ghouls 'N Ghosts	Ghouls 'N Ghosts (UE) (REV01) [!].bin
GEN	Gods	Gods (U) [!].bin
GEN	Golden Axe	Golden Axe (W) (REV00) [!].bin
GEN	Golden Axe II	Golden Axe II (W) [!].bin
GEN	Golden Axe III	Golden Axe III (E) (VC).bin
GEN	Goofy's Hysterical History Tour	Goofy's Hysterical History Tour (U) [!].bin
GEN	Granada	Granada (JU) (REV00) [!].bin
GEN	Great Circus Mystery, The - Starring Mickey & Minnie	Great Circus Mystery, The - Starring Mickey & Minnie (U) [!].bin
GEN	Great Waldo Search, The	Great Waldo Search, The (U) [!].bin
GEN	Greatest Heavyweights	Greatest Heavyweights (U) [!].bin
GEN	Greendog - The Beached Surfer Dude	Greendog - The Beached Surfer Dude (UE) [!].bin
GEN	GRIND Stormer	GRIND Stormer (U) [!].bin
GEN	Growl	Growl (U) [!].bin
GEN	Gunship	Gunship (E) [c][!].bin
GEN	Gunstar Heroes	Gunstar Heroes (U) [!].bin
GEN	Hard Drivin'	Hard Drivin' (W) [!].bin
GEN	HardBall '94	HardBall '94 (UE) [!].bin
GEN	HardBall '95	HardBall '95 (U) [!].bin
GEN	Haunting Starring Polterguy	Haunting Starring Polterguy (UE) [!].bin
GEN	Heavy Nova	Heavy Nova (U) [!].bin
GEN	Heavy Unit	Heavy Unit (J) [!].bin
GEN	Hellfire	Hellfire (U) [!].bin
GEN	Hercules 2	Hercules 2 (Unl).bin
GEN	Herzog Zwei	Herzog Zwei (UE) [!].bin
GEN	High Seas Havoc	High Seas Havoc (U) [!].bin
GEN	Hit The Ice	Hit The Ice (U) [c][!].bin
GEN	Home Alone	Home Alone (U) [!].bin
GEN	Home Alone 2 - Lost in New York	Home Alone 2 - Lost in New York (U) [!].bin
GEN	Honoo no Toukyuuji Dodge Danpei	Honoo no Toukyuuji Dodge Danpei (J) [!].bin
GEN	Hook	Hook (U) [c][!].bin
GEN	Humans, The	Humans, The (U) [!].bin
GEN	Hurricanes	Hurricanes (E) [!].bin
GEN	Hybrid Front, The	Hybrid Front, The (J) (Prototype) [!].bin
GEN	Hyokkori Hyoutanjima	Hyokkori Hyoutanjima (J) [c][!].bin
GEN	Hyper Marbles	Hyper Marbles (SN) (GNKO) (J) [!].bin
GEN	IMG International Tour Tennis	IMG International Tour Tennis (UE) [!].bin
GEN	Immortal, The	Immortal, The (UE) [!].bin
GEN	Incredible Crash Dummies, The	Incredible Crash Dummies, The (UE) [c][!].bin
GEN	Incredible Hulk, The	Incredible Hulk, The (UE) [!].bin
GEN	Indiana Jones and the Last Crusade	Indiana Jones and the Last Crusade (U) [c][!].bin
GEN	Insector X	Insector X (U) [!].bin
GEN	International Rugby	International Rugby (E) [c][!].bin
GEN	International Superstar Soccer Deluxe	International Superstar Soccer Deluxe (E) [!].bin
GEN	Iraq War 2003	Iraq War 2003 (R).bin
GEN	It Came From The Desert	It Came From The Desert (Beta).bin
GEN	Itchy and Scratchy Game, The	Itchy and Scratchy Game, The (Beta).bin
GEN	Izzy's Quest for the Olympic Rings	Izzy's Quest for the Olympic Rings (UE) [!].bin
GEN	Jack Nicklaus' Power Challenge Golf	Jack Nicklaus' Power Challenge Golf (UE) [!].bin
GEN	James Bond 007 - The Duel	James Bond 007 - The Duel (UE) [!].bin
GEN	James Buster Douglas Knock Out Boxing	James Buster Douglas Knock Out Boxing (UE) [c][!].bin
GEN	James Pond - Underwater Agent	James Pond - Underwater Agent (UE) [!].bin
GEN	James Pond 3 - Operation Starfish	James Pond 3 - Operation Starfish (UE) [!].bin
GEN	James Pond II - Codename RoboCod	James Pond II - Codename RoboCod (UE) [!].bin
GEN	Jammit	Jammit (U) [!].bin
GEN	Janou Touryumon	Janou Touryumon (J) [!].bin
GEN	Jantei Monogatari	Jantei Monogatari (J) [!].bin
GEN	Jelly Boy	Jelly Boy (Beta).bin
GEN	Jennifer Capriati Tennis	Jennifer Capriati Tennis (U) [!].bin
GEN	Jeopardy!	Jeopardy! (U) [c][!].bin
GEN	Jerry Glanville's Pigskin Footbrawl	Jerry Glanville's Pigskin Footbrawl (U) [!].bin
GEN	Jewel Master	Jewel Master (UE) [!].bin
GEN	Jimmy White's Whirlwind Snooker	Jimmy White's Whirlwind Snooker (E) [c][!].bin
GEN	Joe & Mac Caveman Ninja	Joe & Mac Caveman Ninja (U) [!].bin
GEN	Joe Montana Football	Joe Montana Football (JU) [!].bin
GEN	John Madden Football	John Madden Football (UE) [!].bin
GEN	John Madden Football '92	John Madden Football '92 (UE) [!].bin
GEN	John Madden Football '93	John Madden Football '93 (UE) [c][!].bin
GEN	John Madden NFL 94	John Madden NFL 94 (UE) [c][!].bin
GEN	Jordan vs Bird - Super One-on-One	Jordan vs Bird - Super One-on-One (UE) (REV00) [!].bin
GEN	Journey From Darkness - Strider Returns	Journey From Darkness - Strider Returns (U) [c][!].bin
GEN	Judge Dredd - The Movie	Judge Dredd - The Movie (W) [!].bin
GEN	Junction	Junction (JU) [!].bin
GEN	Jungle Book, The	Jungle Book, The (U) [!].bin
GEN	Jungle Strike	Jungle Strike (UE) [!].bin
GEN	Jurassic Park	Jurassic Park (U) [!].bin
GEN	Jurassic Park - Rampage Edition	Jurassic Park - Rampage Edition (UE) [!].bin
GEN	Jurassic Park 2 - The Lost World	Jurassic Park 2 - The Lost World (U) [!].bin
GEN	Justice League Task Force	Justice League Task Force (W) [!].bin
GEN	Ka-Ge-Ki - Fists of Steel	Ka-Ge-Ki - Fists of Steel (U) [!].bin
GEN	Kawasaki Superbike Challenge	Kawasaki Superbike Challenge (UE) [!].bin
GEN	Kick Off 3 - European Challenge	Kick Off 3 - European Challenge (E) [!].bin
GEN	Kid Chameleon	Kid Chameleon (UE) [!].bin
GEN	King of Fighters '98, The	King of Fighters '98, The (Unl) [!].bin
GEN	King of the Monsters	King of the Monsters (U) [!].bin
GEN	King of the Monsters 2	King of the Monsters 2 (U) [!].bin
GEN	King Salmon - The Big Catch	King Salmon - The Big Catch (U) [c][!].bin
GEN	King's Bounty	King's Bounty (UE) [!].bin
GEN	Kishi Densetsu	Kishi Densetsu (J) [T+Eng20%_Gaijin_Productions].bin
GEN	Klax	Klax (UE) [!].bin
GEN	Kolobok	Kolobok (R).bin
GEN	Krusty's Super Funhouse	Krusty's Super Funhouse (UE) (REV00) [!].bin
GEN	Kyuukai Douchuuki	Kyuukai Douchuuki (J) [c][!].bin
GEN	Lakers vs Celtics and the NBA Playoffs	Lakers vs Celtics and the NBA Playoffs (UE) [!].bin
GEN	Landstalker - The Treasures of King Nole	Landstalker - The Treasures of King Nole (U) [!].bin
GEN	Langrisser II	Langrisser II (J) (REV01) [T+Eng100%_HiryuuHonyaku,NoPrgress].bin
GEN	Last Action Hero	Last Action Hero (U) [!].bin
GEN	Last Battle	Last Battle (UE) [!].bin
GEN	Lawnmower Man, The	Lawnmower Man, The (UE) [!].bin
GEN	Legend of Galahad, The	Legend of Galahad, The (UE) [!].bin
GEN	Lemmings	Lemmings (JU) (REV00) [!].bin
GEN	Lemmings 2 - The Tribes	Lemmings 2 - The Tribes (U) [!].bin
GEN	Lethal Enforcers	Lethal Enforcers (U) [!].bin
GEN	Lethal Enforcers II - Gun Fighters	Lethal Enforcers II - Gun Fighters (U) [!].bin
GEN	LHX Attack Chopper	LHX Attack Chopper (UE) [!].bin
GEN	Liberty or Death	Liberty or Death (U) [!].bin
GEN	Light Crusader	Light Crusader (U) [!].bin
GEN	Lightening Force - Quest for the Darkstar	Lightening Force - Quest for the Darkstar (U) [c][!].bin
GEN	Lion King 3	Lion King 3 (R).bin
GEN	Lion King II, The	Lion King II, The (Unl) [!].bin
GEN	Lion King, The	Lion King, The (W) [!].bin
GEN	LOBO	LOBO (Prototype).bin
GEN	Lord Monarch	Lord Monarch (J) [!].bin
GEN	Lost Vikings, The	Lost Vikings, The (U) [!].bin
GEN	Lotus II RECS	Lotus II RECS (UE) [!].bin
GEN	Lotus Turbo Challenge	Lotus Turbo Challenge (UE) [!].bin
GEN	M-1 Abrams Battle Tank	M-1 Abrams Battle Tank (UE) (REV01) [!].bin
GEN	Madden NFL 95	Madden NFL 95 (UE) [!].bin
GEN	Madden NFL 96	Madden NFL 96 (UE) [!].bin
GEN	Madden NFL 97	Madden NFL 97 (UE) [!].bin
GEN	Madden NFL 98	Madden NFL 98 (U) [c][!].bin
GEN	Madou Monogatari I	Madou Monogatari I (J) [!].bin
GEN	Magic Bubble	Magic Bubble (Unl).bin
GEN	Magic School Bus, The	Magic School Bus, The (U) [!].bin
GEN	Magical Taruruuto-Kun	Magical Taruruuto-Kun (J) [!].bin
GEN	Mahjong Cop Ryuu - Shiro Ookami no Yabou	Mahjong Cop Ryuu - Shiro Ookami no Yabou (J) [!].bin
GEN	Marble Madness	Marble Madness (UE) [!].bin
GEN	Mario Andretti Racing	Mario Andretti Racing (UE) [!].bin
GEN	Mario Lemieux Hockey	Mario Lemieux Hockey (UE) [!].bin
GEN	Marko's Magic Football	Marko's Magic Football (U) [!].bin
GEN	Marsupilami	Marsupilami (U) (M5) [!].bin
GEN	Marvel Land	Marvel Land (U) [!].bin
GEN	Mary Shelley's Frankenstein	Mary Shelley's Frankenstein (U) [!].bin
GEN	Master of Monsters	Master of Monsters (U) [!].bin
GEN	Master of Weapon	Master of Weapon (J) [!].bin
GEN	Math Blaster - Episode 1	Math Blaster - Episode 1 (U) [!].bin
GEN	Mazin Saga	Mazin Saga (U) [!].bin
GEN	McDonald's Treasure Land Adventure	McDonald's Treasure Land Adventure (U) [!].bin
GEN	Mega Anser	Mega Anser (J) (REV01) [!].bin
GEN	Mega Bomberman	Mega Bomberman (UE) [!].bin
GEN	Mega Games 2	Mega Games 2 (E) [!].bin
GEN	Mega Games 3	Mega Games 3 (E) [!].bin
GEN	Mega Games 6	Mega Games 6 (Vol 1) (E) [!].bin
GEN	Mega Games I	Mega Games I (E) [!].bin
GEN	Mega SWIV	Mega SWIV (E) [p1][!].bin
GEN	Mega Turrican	Mega Turrican (U) [!].bin
GEN	Megaman - The Wily Wars	Megaman - The Wily Wars (E).bin
GEN	Megapanel	Megapanel (J) [c][!].bin
GEN	Mercs	Mercs (W) [!].bin
GEN	Metal Fangs	Metal Fangs (J) [c][!].bin
GEN	Michael Jackson's Moonwalker	Michael Jackson's Moonwalker (W) (REV00) [!].bin
GEN	Mick & Mack as the Global Gladiators	Mick & Mack as the Global Gladiators (U) [!].bin
GEN	Mickey Mania - Timeless Adventures of Mickey Mouse	Mickey Mania - Timeless Adventures of Mickey Mouse (U) [!].bin
GEN	Mickey's Ultimate Challenge	Mickey's Ultimate Challenge (U) [!].bin
GEN	Micro Machines	Micro Machines (UE) [a1][c][!].bin
GEN	Micro Machines 2 - Turbo Tournament	Micro Machines 2 - Turbo Tournament (E) (J-Cart) [c][!].bin
GEN	Midnight Resistance	Midnight Resistance (U) [!].bin
GEN	Mig-29 Fighter Pilot	Mig-29 Fighter Pilot (U) [!].bin
GEN	Might and Magic - Gates to Another World	Might and Magic - Gates to Another World (UE) (REV01) [!].bin
GEN	Mighty Morphin Power Rangers	Mighty Morphin Power Rangers (U) [!].bin
GEN	Mighty Morphin Power Rangers - The Fighting Edition	Mighty Morphin Power Rangers - The Fighting Edition (R).bin
GEN	Mighty Morphin Power Rangers - The Movie	Mighty Morphin Power Rangers - The Movie (U) [!].bin
GEN	Minnesota Fats Pool Legend	Minnesota Fats Pool Legend (U) [!].bin
GEN	MLBPA Baseball	MLBPA Baseball (U) [!].bin
GEN	Monopoly	Monopoly (U) [c][!].bin
GEN	Monster World IV	Monster World IV (U) (VC).bin
GEN	Mortal Kombat	Mortal Kombat (W) (REV00) [!].bin
GEN	Mortal Kombat 3	Mortal Kombat 3 (U) [!].bin
GEN	Mortal Kombat II	Mortal Kombat II (W) [!].bin
GEN	Muhammad Ali Heavyweight Boxing	Muhammad Ali Heavyweight Boxing (U) [c][!].bin
GEN	Mulan	Mulan (Unl) [!].bin
GEN	Mutant League Football	Mutant League Football (UE) [!].bin
GEN	Mutant League Hockey	Mutant League Hockey (UE) [!].bin
GEN	Mystic Defender	Mystic Defender (W) (REV00) [!].bin
GEN	Mystical Fighter	Mystical Fighter (U) [c][!].bin
GEN	NBA Action	NBA Action (U) [!].bin
GEN	NBA Action '95	NBA Action '95 (UE) [!].bin
GEN	NBA All-Star Challenge	NBA All-Star Challenge (UE) [!].bin
GEN	NBA Hang Time	NBA Hang Time (U) [!].bin
GEN	NBA Jam	NBA Jam (UE) (REV00) [!].bin
GEN	NBA Jam Tournament Edition	NBA Jam Tournament Edition (W) (REV00) [!].bin
GEN	NBA Live 95	NBA Live 95 (UE) [!].bin
GEN	NBA Live 96	NBA Live 96 (UE) [!].bin
GEN	NBA Live 97	NBA Live 97 (UE) [!].bin
GEN	NBA Live 98	NBA Live 98 (U) [!].bin
GEN	NBA Showdown 94	NBA Showdown 94 (UE) [!].bin
GEN	NCAA Final Four College Basketball	NCAA Final Four College Basketball (U) [!].bin
GEN	New 3D Golf Simulation Harukanaru Augusta	New 3D Golf Simulation Harukanaru Augusta (J) [!].bin
GEN	New Zealand Story, The	New Zealand Story, The (J) [!].bin
GEN	Newman-Haas IndyCar Racing	Newman-Haas IndyCar Racing (W) [!].bin
GEN	NFL 98	NFL 98 (U) [!].bin
GEN	NFL Football '94 Starring Joe Montana	NFL Football '94 Starring Joe Montana (U) [!].bin
GEN	NFL Prime Time	NFL Prime Time (U) [!].bin
GEN	NFL Quarterback Club	NFL Quarterback Club (W) [!].bin
GEN	NFL Quarterback Club 96	NFL Quarterback Club 96 (UE) [!].bin
GEN	NFL Sports Talk Football 2 Starring Joe Montana	NFL Sports Talk Football 2 Starring Joe Montana (W) (REV00) [!].bin
GEN	NFL Sports Talk Football Starring Joe Montana	NFL Sports Talk Football Starring Joe Montana (UE) [!].bin
GEN	NHK Taiga Drama Taiheiki	NHK Taiga Drama Taiheiki (J) [!].bin
GEN	NHL 94	NHL 94 (UE) [!].bin
GEN	NHL 95	NHL 95 (UE) [!].bin
GEN	NHL 96	NHL 96 (UE) [!].bin
GEN	NHL 97	NHL 97 (UE) [!].bin
GEN	NHL 98	NHL 98 (U) [c][!].bin
GEN	NHL Hockey	NHL Hockey (U) [!].bin
GEN	NHLPA Hockey '93	NHLPA Hockey '93 (UE) (REV01) [!].bin
GEN	Nigel Mansell's World Championship	Nigel Mansell's World Championship (U) [!].bin
GEN	Nightmare Circus	Nightmare Circus (B) [!].bin
GEN	Nikkan Sports Pro Yakyuu Van	Nikkan Sports Pro Yakyuu Van (J) [!].bin
GEN	Ninja Burai Densetsu	Ninja Burai Densetsu (J) [!].bin
GEN	Ninja Gaiden	Ninja Gaiden (Beta).bin
GEN	No Escape	No Escape (U) [!].bin
GEN	Nobunaga no Yabou - Bushou Fuuunsoku	Nobunaga no Yabou - Bushou Fuuunsoku (J) [!].bin
GEN	Nobunaga's Ambition	Nobunaga's Ambition (U) [!].bin
GEN	Normy's Beach Babe-O-Rama	Normy's Beach Babe-O-Rama (UE) [!].bin
GEN	Olympic Gold - Barcelona 92	Olympic Gold - Barcelona 92 (U) (M8) [a1][c][!].bin
GEN	Olympic Summer Games Atlanta 96	Olympic Summer Games Atlanta 96 (UE) [!].bin
GEN	Olympic Winter Games - Lillehammer 94	Olympic Winter Games - Lillehammer 94 (U) [c][!].bin
GEN	Ooze, The	Ooze, The (JU) [!].bin
GEN	Operation Europe - Path to Victory 1939-1945	Operation Europe - Path to Victory 1939-1945 (U) [!].bin
GEN	Ottifants, The	Ottifants, The (E) (M5) [!].bin
GEN	Out of this World	Out of this World (U) [!].bin
GEN	Outlander	Outlander (U) [!].bin
GEN	OutRun	OutRun (W) [!].bin
GEN	OutRun 2019	OutRun 2019 (U) [!].bin
GEN	OutRunners	OutRunners (U) [!].bin
GEN	Pac-Attack	Pac-Attack (U) [!].bin
GEN	Pac-Man 2 - The New Adventures	Pac-Man 2 - The New Adventures (U) [!].bin
GEN	Pac-Mania	Pac-Mania (U) [!].bin
GEN	Pachinko Canyon	Pachinko Canyon (J) [!].bin
GEN	Pagemaster, The	Pagemaster, The (U) [!].bin
GEN	Panorama Cotton	Panorama Cotton (J) [c][!].bin
GEN	Paperboy	Paperboy (UE) [!].bin
GEN	Paperboy II	Paperboy II (U) [!].bin
GEN	Pat Riley Basketball	Pat Riley Basketball (U) [!].bin
GEN	Pebble Beach Golf Links	Pebble Beach Golf Links (U) [!].bin
GEN	Pele!	Pele! (UE) [!].bin
GEN	Pele's World Tournament Soccer	Pele's World Tournament Soccer (UE) [!].bin
GEN	Pete Sampras Tennis	Pete Sampras Tennis (UE) (REV00) (J-Cart) [c][!].bin
GEN	Pete Sampras Tennis 96	Pete Sampras Tennis 96 (E) [c][!].bin
GEN	PGA European Tour	PGA European Tour (UE) [!].bin
GEN	PGA Tour 96	PGA Tour 96 (UE) [!].bin
GEN	PGA Tour Golf	PGA Tour Golf (UE) (REV01) [!].bin
GEN	PGA Tour Golf II	PGA Tour Golf II (UE) (REV00) [c][!].bin
GEN	PGA Tour Golf III	PGA Tour Golf III (UE) [!].bin
GEN	Phantasy Star - The End of the Millenium	Phantasy Star - The End of the Millenium (U) [!].bin
GEN	Phantasy Star II	Phantasy Star II (UE) (REV02) [!].bin
GEN	Phantasy Star III - Generations of Doom	Phantasy Star III - Generations of Doom (UE) [!].bin
GEN	Phantom 2040	Phantom 2040 (U) [!].bin
GEN	Phelios	Phelios (U) [c][!].bin
GEN	Pier Solar	Pier Solar (Unl) (Beta).bin
GEN	Pink Goes to Hollywood	Pink Goes to Hollywood (U) [!].bin
GEN	Pinocchio	Pinocchio (U) [!].bin
GEN	Pirates of Dark Water, The	Pirates of Dark Water, The (U) [!].bin
GEN	Pirates! Gold	Pirates! Gold (U) [!].bin
GEN	Pit Fighter	Pit Fighter (W) (Oct 1991) [!].bin
GEN	Pitfall - The Mayan Adventure	Pitfall - The Mayan Adventure (U) [!].bin
GEN	Pocahontas	Pocahontas (U) [!].bin
GEN	Pocket Monsters	Pocket Monsters (Unl) [!].bin
GEN	Pocket Monsters 2	Pocket Monsters 2 (Unl) [!].bin
GEN	Populous	Populous (U) [!].bin
GEN	Power Drive	Power Drive (E) (M5) [!].bin
GEN	Power Monger	Power Monger (UE) [!].bin
GEN	Powerball	Powerball (U) [c][!].bin
GEN	Predator 2	Predator 2 (UE) [!].bin
GEN	Premier Manager	Premier Manager (E) [!].bin
GEN	Premier Manager 97	Premier Manager 97 (E) [!].bin
GEN	Primal Rage	Primal Rage (UE) [!].bin
GEN	Prince of Persia	Prince of Persia (U) [!].bin
GEN	Pro Quarterback	Pro Quarterback (U) [c][!].bin
GEN	Psycho Pinball	Psycho Pinball (E) (Oct 1994) (M5) [c][!].bin
GEN	Puggsy	Puggsy (U) [!].bin
GEN	Pulseman	Pulseman (J) [T+Eng20070226_MIJET].bin
GEN	Punisher, The	Punisher, The (U) [!].bin
GEN	Puyo Puyo Tsu	Puyo Puyo Tsu (J) (REV00) [!].bin
GEN	Pyramid Magic	Pyramid Magic (SN) (GNKO) (J) [!].bin
GEN	Pyramid Magic II	Pyramid Magic II (SN) (J) [!].bin
GEN	Pyramid Magic III	Pyramid Magic III (SN) (J) [!].bin
GEN	Quack Shot Starring Donald Duck	Quack Shot Starring Donald Duck (W) (REV01) [a1][c][!].bin
GEN	Quad Challenge	Quad Challenge (U) [c][!].bin
GEN	Race Drivin'	Race Drivin' (U) [!].bin
GEN	Radical Rex	Radical Rex (U) [!].bin
GEN	Raiden Trad	Raiden Trad (JU) [!].bin
GEN	Rambo III	Rambo III (W) (REV00) [!].bin
GEN	Rampart	Rampart (U) [!].bin
GEN	Ranger-X	Ranger-X (U) [!].bin
GEN	Ransei no Hasha	Ransei no Hasha (J) [!].bin
GEN	Rastan Saga II	Rastan Saga II (U) [!].bin
GEN	Red Zone	Red Zone (UE) [!].bin
GEN	Ren and Stimpy Show, The - Stimpy's Invention	Ren and Stimpy Show, The - Stimpy's Invention (U) [!].bin
GEN	Rent A Hero	Rent A Hero (J) [T+Eng].bin
GEN	Resq	Resq (Beta).bin
GEN	Revenge of Shinobi, The	Revenge of Shinobi, The (W) (REV00) [!].bin
GEN	Revolution X	Revolution X (UE) [!].bin
GEN	Rings of Power	Rings of Power (UE) [!].bin
GEN	Rise of the Robots	Rise of the Robots (E) [!].bin
GEN	Risk	Risk (U) [!].bin
GEN	Risky Woods	Risky Woods (UE) [!].bin
GEN	Ristar	Ristar (UE) (Aug 1994) [!].bin
GEN	Road Blasters	Road Blasters (U) [!].bin
GEN	Road Rash	Road Rash (UE) [c][!].bin
GEN	Road Rash 3	Road Rash 3 (UE) [!].bin
GEN	Road Rash II	Road Rash II (UE) (REV02) [c][!].bin
GEN	Robocop 3	Robocop 3 (UE) [!].bin
GEN	Robocop Versus The Terminator	Robocop Versus The Terminator (U) [!].bin
GEN	Rock n' Roll Racing	Rock n' Roll Racing (U) [!].bin
GEN	Rocket Knight Adventures	Rocket Knight Adventures (U) [!].bin
GEN	Rockman X3	Rockman X3 (Unl) [!].bin
GEN	Rocky and Bullwinkle, The Adventures of	Rocky and Bullwinkle, The Adventures of (U) [!].bin
GEN	Roger Clemens' MVP Baseball	Roger Clemens' MVP Baseball (U) [!].bin
GEN	Rolling Thunder 2	Rolling Thunder 2 (U) [c][!].bin
GEN	Rolling Thunder 3	Rolling Thunder 3 (U) [c][!].bin
GEN	Rolo to the Rescue	Rolo to the Rescue (UE) [!].bin
GEN	Romance of the Three Kingdoms II	Romance of the Three Kingdoms II (U) [!].bin
GEN	Romance of the Three Kingdoms III	Romance of the Three Kingdoms III (U) [!].bin
GEN	Rugby World Cup 1995	Rugby World Cup 1995 (UE) (M3) [!].bin
GEN	Sagaia	Sagaia (U) [c][!].bin
GEN	Saint Sword	Saint Sword (U) [c][!].bin
GEN	Samurai Shodown	Samurai Shodown (U) [!].bin
GEN	San San	San San (J).bin
GEN	Sangokushi Retsuden - Ransei no Eiyuu Tachi	Sangokushi Retsuden - Ransei no Eiyuu Tachi (J) [!].bin
GEN	Saturday Night Slam Masters	Saturday Night Slam Masters (U) [!].bin
GEN	Scooby Doo Mystery	Scooby Doo Mystery (U) [!].bin
GEN	SeaQuest DSV	SeaQuest DSV (U) [!].bin
GEN	Second Samurai, The	Second Samurai, The (E).bin
GEN	Sega Sports 1	Sega Sports 1 (Wimbledon, Ult.Soccer, Super Monaco) (E) [!].bin
GEN	Sega Top 5	Sega Top 5 (B) [!].bin
GEN	Sensible Soccer	Sensible Soccer (E) (M4) [!].bin
GEN	Sesame Street Counting Cafe	Sesame Street Counting Cafe (U) [!].bin
GEN	Shadow Blasters	Shadow Blasters (U) [c][!].bin
GEN	Shadow Dancer - The Secret of Shinobi	Shadow Dancer - The Secret of Shinobi (W) [c][!].bin
GEN	Shadow of the Beast	Shadow of the Beast (UE) [!].bin
GEN	Shadow of the Beast 2	Shadow of the Beast 2 (UE) [!].bin
GEN	Shadowrun	Shadowrun (U) [!].bin
GEN	Shanghai 2 - Dragon's Eye	Shanghai 2 - Dragon's Eye (U) [!].bin
GEN	Shaq Fu	Shaq Fu (UE) [!].bin
GEN	Shining Force	Shining Force (U) [!].bin
GEN	Shining Force II	Shining Force II (U) [!].bin
GEN	Shining in the Darkness	Shining in the Darkness (UE) [!].bin
GEN	Shinobi III - Return of the Ninja Master	Shinobi III - Return of the Ninja Master (U) [!].bin
GEN	Ship	Ship by Technopop (Prototype (Unreleased)).bin
GEN	Shogi no Hoshi	Shogi no Hoshi (J) [!].bin
GEN	Show do Milhao Volume 2	Show do Milhao Volume 2 (B) [!].bin
GEN	Shura no Mon	Shura no Mon (J) [!].bin
GEN	Side Pocket	Side Pocket (JU) [!].bin
GEN	Simpsons, The - Bart's Nightmare	Simpsons, The - Bart's Nightmare (UE) (REV02) [!].bin
GEN	Skeleton Krew	Skeleton Krew (U) [!].bin
GEN	Skitchin'	Skitchin' (UE) [!].bin
GEN	Slap Fight	Slap Fight (J) [c][!].bin
GEN	Slaughter Sport	Slaughter Sport (U) [c][!].bin
GEN	Smurfs, The	Smurfs, The (E) (M5) [!].bin
GEN	Snake Rattle 'n' Roll	Snake Rattle 'n' Roll (E) [c][!].bin
GEN	Socket	Socket (U) [!].bin
GEN	Sol-Deace	Sol-Deace (U) [!].bin
GEN	Soldiers of Fortune	Soldiers of Fortune (U) [c][!].bin
GEN	Sonic 3D Blast	Sonic 3D Blast (UE) [!].bin
GEN	Sonic and Knuckles	Sonic and Knuckles & Sonic 1 (W) [!].bin
GEN	Sonic Classics	Sonic Classics (UE) (REV01) [!].bin
GEN	Sonic Eraser	Sonic Eraser (SN) (J) [T+Eng1.0_Derrick Sobodash].bin
